Camname,Camctg,Camlat,Camlon,Camnewadd,Camoldadd,Camtel,Camsite,Campark,Camconv
맑은물소리캠핑장,야영장,38.148313,127.206664,경기도 포천시 관인면 담터길 123,경기도 포천시 관인면 삼율리 6,031-000-0000,50,,"화장실, 샤워실, 매점"
포천자연마을 서울캠핑장,야영장,38.123825,127.252556,경기도 포천시 관인면 북원로 371-115,,031-533-9535,25,,"화장실, 샤워실, 매점"
아프리카 갤러리 캠핑장,야영장,37.922705,127.172358,경기도 포천시 신북면 깊이울로 167,경기도 포천시 신북면 심곡리 763,031-000-0000,10,,"화장실, 샤워실, 매점"
깊이울마을캠핑장,야영장,37.923696,127.17527,경기도 포천시 신북면 깊이울로 141,경기도 포천시 신북면 심곡리 702-2,031-533-5155,7,,"화장실, 샤워실, 매점"
깊이울 달빛 캠핑장,야영장,37.921397,127.169079,경기도 포천시 신북면 깊이울로 204,경기도 포천시 신북면 심곡리 734-3,031-000-0000,19,,"화장실, 샤워실, 매점"
포천계곡캠핑장,야영장,38.090773,127.391388,경기도 포천시 이동면 금강로 6304,경기도 포천시 이동면 도평리 542-1,031-000-0000,13,,"화장실, 샤워실, 매점"
포천이동 생태공원 캠핑장,야영장,38.038061,127.366366,경기도 포천시 이동면 성장로1289번길 63,경기도 포천시 이동면 장암리 613-1,031-538-4552,13,,"화장실, 샤워실, 매점"
넓은마당캠핑장,야영장,38.06827,127.3876,경기도 포천시 이동면 화동로 2530,경기도 포천시 이동면 도평리 469-8,031-535-9107,26,,"화장실, 샤워실, 매점"
청담 관광농원,야영장,37.885933,127.282816,경기도 포천시 화현면 명덕리 10-14,,031-000-0000,36,,"화장실, 샤워실, 매점"
명덕 관광농원,야영장,37.886479,127.282816,경기도 포천시 화현면 봉화로 400-150,경기도 포천시 화현면 명덕리 10-8,031-000-0000,27,,"화장실, 샤워실, 매점"
자일랜드,야영장,38.105496,127.309129,경기도 포천시 영북면 호국로4350번길 154-188,경기도 포천시 영북면 자일리 8,031-000-0000,32,,"화장실, 샤워실, 매점"
위크온 글램핑,야영장,38.029168,127.387489,경기도 포천시 이동면 늠바위길 201-3,경기도 포천시 이동면 장암리 50,031-000-0000,9,,"화장실, 샤워실, 매점"
광릉솔개캠핑장,야영장,37.764206,127.145378,경기도 포천시 소흘읍 광릉수목원로779번길,경기도 포천시 소흘읍 이곡리 524-3,031-544-1260,36,,"화장실, 샤워실, 매점"
포천 베어스 글램핑 파크,야영장,37.832365,127.265782,경기도 포천시 내촌면 금강로 3009,경기도 포천시 내촌면 신팔리 388-2,031-000-0000,7,,"화장실, 샤워실, 매점"
즐거운나들이 관광농원,야영장,37.84014,127.220427,경기도 포천시 가산면 우금6길 64,경기도 포천시 가산면 우금리 96,031-000-0000,25,,"화장실, 샤워실, 매점"
삼정관광농원,야영장,37.978721,127.135343,경기도 포천시 신북면 청신로947번길 207,경기도 포천시 신북면 삼정리 291,031-000-0000,6,,"화장실, 샤워실, 매점"
아이에프에이 캠프운악,야영장,37.893925,127.306124,경기도 포천시 화현면 금강로 3806-80,경기도 포천시 화현면 화현리 1090-2,031-000-0000,24,,"화장실, 샤워실, 매점"
추동캠프,야영장,37.991769,127.155787,경기도 포천시 창수면 포천로2811번길 194,경기도 포천시 창수면 추동리 812,031-000-0000,17,,"화장실, 샤워실, 매점"
광릉숲이야기 관광농원,야영장,37.766609,127.169787,경기도 포천시 소홀읍 직동길 44,경기도 포천시 소흘읍 직동리 76-4,031-000-0000,30,,"화장실, 샤워실, 매점"
약사계곡 캠핑장,야영장,38.075706,127.403298,경기도 포천시 이동면 금강로 6263번길 14-2,경기도 포천시 이동면 도평리 538-7,031-536-5424,6,,"화장실, 샤워실, 매점"
이동계곡 캠핑장,야영장,38.087873,127.389826,경기도 포천시 이동면 금강로 6263번길 14-1,경기도 포천시 이동면 도평리 538-4,031-542-5419,5,,"화장실, 샤워실, 매점"
닥박골 휴양림,야영장,37.929688,127.178101,경기도 포천시 신북면 깊이울로1길 48-17,경기도 포천시 신북면 심곡리 615,031-000-0000,33,,"화장실, 샤워실, 매점"
대회산 캠핑장,야영장,38.067393,127.239546,경기도 포천시 영북면 대회산길 79-89,,031-531-3315,139,,"화장실, 샤워실, 매점"
카라반 캠핑장,야영장,38.075706,127.403298,경기도 포천시 이동면 금강로6263번길 12-1,경기도 포천시 이동면 도평리 538-8,031-542-5420,8,,"화장실, 샤워실, 매점"
백운오양골 캠핑장,야영장,38.068152,127.381685,경기도 포천시 이동면 화동로2457번길 92,,031-536-5565,46,,"화장실, 샤워실, 매점"
도리돌 캠핑장,야영장,38.06117,127.386996,경기도 포천시 이동면 화동로 2464,,031-000-0000,18,,"화장실, 샤워실, 매점"
산마루 캠핑장,야영장,38.111665,127.399332,경기도 포천시 이동면 금강로 6584-20,,031-000-0000,35,,"화장실, 샤워실, 매점"
대청마루 물소리,야영장,38.155688,127.198216,경기도 포천시 관인면 담터길 239,경기도 포천시 관인면 삼율리 10,031-000-0000,48,,"화장실, 샤워실, 매점"
방아텃골 관광농원,야영장,37.938288,127.276311,경기도 포천시 일동면 길명리 398-8번지,,031-000-0000,23,,"화장실, 샤워실, 매점"
나마스떼,야영장,37.973574,127.10254,경기도 포천시 신북면 청신로 571,,031-000-0000,15,,"화장실, 샤워실, 매점"
산정호수 가족글램핑,야영장,38.066428,127.315572,경기도 포천시 영북면 산정호수로 399,,031-000-0000,14,,"화장실, 샤워실, 매점"
백운힐링 캠핑장,야영장,38.076305,127.417633,경기도 포천시 이동면 포화로 320-1,경기도 포천시 이동면 도평리 26,031-000-0000,7,,"화장실, 샤워실, 매점"
운악레저타운,야영장,37.904902,127.310522,경기도 포천시 화현면 화동로432번길 26,,031-000-0000,9,,"화장실, 샤워실, 매점"
계곡과소나무 캠핑장,야영장,37.951447,127.359819,경기도 포천시 일동면 무리울길 299,경기도 포천시 일동면 화대리 1-4,031-000-0000,6,,"화장실, 샤워실, 매점"
낭만가족 캠핑장,야영장,37.933839,127.226484,경기도 포천시 신북면 지동길 199-10,경기도 포천시 신북면 84-8,031-000-0000,21,,"화장실, 샤워실, 매점"
HJ글램핑,야영장,38.059769,127.387582,경기도 포천시 이동면 화동로 2440-34,,031-000-0000,46,,"화장실, 샤워실, 매점"
수원산오토캠핑장,야영장,37.862797,127.239256,경기도 포천시 군내면 청군로2985번길 50-29,경기도 포천시 군내면 직두리 450,031-000-0000,10,,"화장실, 샤워실, 매점"
도마치 캠핑장,야영장,38.075706,127.403298,경기도 포천시 이동면 화동로 2316,경기도 포천시 이동면 도평리 281-20,031-000-0000,25,,"화장실, 샤워실, 매점"
캠핑라운지,야영장,38.047385,127.369399,경기도 포천시 이동면 성장로1289번길 155-76,경기도 포천시 이동면 장암리 650-5,031-000-0000,37,,"화장실, 샤워실, 매점"
산정레이크RV리조트,자동차야영장,38.065981,127.323685,경기도 포천시 영북면 산정호수로 834-32,경기도 포천시 영북면 산정리 277-1,031-000-0000,21,,"화장실, 샤워실, 매점"
국망봉자연휴양림캠핑장,야영장,38.026209,127.399048,경기도 포천시 이동면 늠바위길 207-28,경기도 포천시 이동면 장암리 산74,031-532-0014,14,,"화장실, 샤워실, 매점"
광릉분재예술공워 캠핑장,야영장,37.780199,127.160367,경기도 포천시 소흘읍 직동리 281-1,,031-000-0000,19,,"화장실, 샤워실, 매점"
꿈에그린 캠핑장,야영장,38.013895,127.371008,경기도 포천시 이동면 화동로1870번길 31,경기도 포천시 이동면 연곡리 475,031-000-0000,26,,"화장실, 샤워실, 매점"
주노글램핑,야영장,38.102338,127.397635,경기도 포천시 이동면 금강로 6217-16,경기도 포천시 이동면 도평리 521,031-000-0000,12,,"화장실, 샤워실, 매점"
파피루스 캠핑장,야영장,38.026872,127.282197,경기도 포천시 영중면 성장로179번길 32,경기도 포천시 영중면 성동리 75,031-000-0000,27,,"화장실, 샤워실, 매점"
가래골농원 캠핑장,자동차야영장,37.993553,127.157378,경기도 포천시 창수면 포천로2811번길 178,경기도 포천시 창수면 추동리 821,031-000-0000,66,,"화장실, 샤워실, 매점"
포천글램핑앤카라반,야영장,37.892535,127.309855,경기도 포천시 화현면 화현리 716-7,,031-000-0000,22,,"화장실, 샤워실, 매점"
담터오지캠핑장,야영장,38.166547,127.187654,경기도 포천시 관인면 삼율리 40-1,,031-000-0000,8,,"화장실, 샤워실, 매점"
예손농원캠핑장,야영장,38.065981,127.323685,경기도 포천시 영북면 여우고개로 7,경기도 포천시 영북면 산정리 84-7,031-000-0000,16,,"화장실, 샤워실, 매점"
키즈글램핑GEO,야영장,38.110784,127.396499,경기도 포천시 이동면 금강로 6561,경기도 포천시 이동면 도평리 585-6,031-000-0000,25,,"화장실, 샤워실, 매점"
산아래캠핑장,야영장,38.157633,127.193988,경기도 포천시 관인면 담터길 275,경기도 포천시 관인면 삼율리 12,031-000-0000,20,,"화장실, 샤워실, 매점"
캠프오후4시,야영장,37.868861,127.251594,경기도 포천시 군내면 청군로2864번길22-2,경기도 포천시 군내면 직두리 11,031-000-0000,15,,"화장실, 샤워실, 매점"
파인트리,야영장,38.019917,127.364123,경기도 포천시 이동면 화동로1925-61,경기도 포천시 이동면 연곡리 932-2,031-000-0000,21,,"화장실, 샤워실, 매점"
아버지의 숲 산정캠프,야영장,38.054691,127.322736,경기도 포천시 영북면 산정호수로 558-1,경기도 포천시 영북면 산정리 161-3,031-000-0000,33,,"화장실, 샤워실, 매점"
수목원프로방스 캠핑장,야영장,37.941522,127.134421,경기도 포천시 신북면 금동리 156-4,,031-000-0000,23,,"화장실, 샤워실, 매점"
운악호스랜드,야영장,37.904902,127.310522,경기도 포천시 화현면 화동로432번길 26,경기도 포천시 화현면 화현리 704-3,031-000-0000,7,,"화장실, 샤워실, 매점"
시크릿,야영장,37.925803,127.176925,경기도 포천시 신북면 깊이울로 119,경기도 포천시 신북면 심곡리 693,031-000-0000,2,,"화장실, 샤워실, 매점"
나무새 관광농원,야영장,37.969511,127.150542,경기도 포천시 신북면 간자동길 138-74,경기도 포천시 신북면 삼정리 98-3,031-000-0000,50,,"화장실, 샤워실, 매점"
유식물원 관광농원,야영장,37.974827,127.150947,경기도 포천시 신북면 간자동길 138-100,,031-000-0000,26,,"화장실, 샤워실, 매점"
우물동산 관광농원,야영장,38.048253,127.312957,경기도 포천시 영북면 우물목길 101-37,경기도 포천시 영북면 산정리 777-3번지,031-532-0692,30,,"화장실, 샤워실, 매점"
포천 화적연 캠핑장,야영장,38.116659,127.261748,경기도 포천시 관인면 뗏마루길 43-116,경기도 포천시 관인면 사정리 75번지,031-538-3123,41,,"화장실, 샤워실, 매점"
우리 캠핑장,야영장,38.082005,127.388799,경기도 포천시 이동면 금강로 6280,경기도 포천시 이동면 도평리 540-10번지 외 1필지(540-1),031-535-7614,10,,"화장실, 샤워실, 매점"
산정호수글램핑,야영장,38.068533,127.323742,경기도 포천시 영북면 산정호수로 1012-30,경기도 포천시 영북면 산정리 353-8번지,031-000-0000,6,,"화장실, 샤워실, 매점"
각흘봉관광농원(GTF힐링파크),야영장,38.066454,127.409502,경기도 포천시 이동면 금강로 6531,경기도 포천시 이동면 도평리 572-3번지,031-536-8868,12,,"화장실, 샤워실, 매점"
백운계곡캠핑장,야영장,38.076095,127.40175,경기도 포천시 이동면 화동로 2318-64,"경기도 포천시 이동면 도평리 271-3번지 외 3필지(272-1,272-4,272-5)",031-000-0000,29,,"화장실, 샤워실, 매점"
소도캠핑장,야영장,37.956747,127.333528,경기도 포천시 일동면 무리울길 28-28,"경기도 포천시 일동면 화대리 99번지 외 6필지(98,98-2,98-3,99-1,97-1,97-2)",031-000-0000,31,,"화장실, 샤워실, 매점"
달빛글램핑장,야영장,37.964814,127.338094,경기도 포천시 일동면 사기막길 67-6,"경기도 포천시 일동면 화대리 167번지 외5필지(167-2,167-4,167-6,168,168-2)",031-000-0000,11,,"화장실, 샤워실, 매점"
파인벨리팬션 캠핑장,야영장,37.875124,127.275432,경기도 포천시 화현면 봉화로 315-78,경기도 포천시 화현면 명덕리 194-12번지,031-000-0000,6,,"화장실, 샤워실, 매점"
송가네 오가리캠핑장,야영장,38.022959,127.165403,경기도 포천시 창수면 전영로1023번길 115,경기도 포천시 창수면 오가리 811번지,031-000-0000,7,,"화장실, 샤워실, 매점"
메가관광농원,야영장,37.995733,127.315356,경기도 포천시 일동면 수입로 342-1,"경기도 포천시 일동면 수입리 700-8번지 외2필지(700-3,700-5)",031-000-0000,14,,"화장실, 샤워실, 매점"
상아골계곡오토캠핑장,야영장,37.94442,127.127247,경기도 포천시 신북면 탑신로 1148,경기도 포천시 신북면 금동리 247-1번지,031-000-0000,16,,"화장실, 샤워실, 매점"
자연밸리 관광농원,야영장,38.108165,127.252659,경기도 포천시 관인면 뗏마루길 251-9,"경기도 포천시 관인면 사정리 38번지 외3필지(38-8,38-9,39-1)",031-000-0000,17,,"화장실, 샤워실, 매점"
베어스캠프,야영장,37.828884,127.271735,경기도 포천시 내촌면 금강로3046번길 106,경기도 포천시 내촌면 신팔리 338-6번지 외 1필지(338-3),031-000-0000,58,,"화장실, 샤워실, 매점"
푸른산수목원,야영장,38.063008,127.32777,경기도 포천시 영북면 산정호수로 359-30,"경기도 포천시 영북면 산정리 511번지 외7필지(511-1,-2,-3,-4,512-2,512-11,512-12)",031-531-7100,14,,"화장실, 샤워실, 매점"
배모루,야영장,38.016093,127.146249,경기도 포천시 창수면 전영로 764,경기도 포천시 창수면 고소성리 57-2번지,031-000-0000,2,,"화장실, 샤워실, 매점"
채움 관광농원,야영장,38.06444,127.387783,경기도 포천시 이동면 화동로 2496-22,"경기도 포천시 이동면 도평리 94번지 외2필지(95,96)",031-000-0000,11,,"화장실, 샤워실, 매점"
메사 캠핑장,야영장,38.078207,127.403844,경기도 포천시 이동면 금강로 6145-45,"경기도 포천시 이동면 도평리 498-4번지 등 8필지(498-1,498-4,498-5,498-7,500-3,498-3,498-6,500-5)",031-000-0000,47,,"화장실, 샤워실, 매점"
큰마당캠핑장,야영장,38.067805,127.382162,경기도 포천시 이동면 화동로2457번길 76-1,"경기도 포천시 이동면 도평리 471번지 외2필지(434-1,473-1)",031-000-0000,14,,"화장실, 샤워실, 매점"
테이스트캠프,야영장,38.063361,127.389395,경기도 포천시 이동면 화동로 2498-1,"경기도 포천시 이동면 도평리 102-1번지 외2필지(102-2, 100)",031-000-0000,8,,"화장실, 샤워실, 매점"
치유의 숲 야영장,야영장,37.948696,127.127915,경기도 포천시 신북면 탑신로 866-15,경기도 포천시 신북면 금동리 28-2번지,031-000-0000,10,,"화장실, 샤워실, 매점"
각흘계곡캠핑장,야영장,38.101807,127.392377,경기도 포천시 이동면 금강로 6439,"경기도 포천시 이동면 도평리 553-4번지 외 7필지(553-5,-6,-7,-8,-9,-15,산20-6)",031-000-0000,35,,"화장실, 샤워실, 매점"
홀스킹덤 팜스테이,야영장,37.778281,127.244662,경기도 포천시 내촌면 소리개길 108-13,"경기도 포천시 내촌면 내리 91번지 외3필지(89-6,89-1,91-3)",031-000-0000,13,,"화장실, 샤워실, 매점"
지니어스관광농원,야영장,38.047603,127.370879,경기도 포천시 이동면 여우고개로 588,경기도 포천시 이동면 장암리 650-14번지,031-000-0000,6,,"화장실, 샤워실, 매점"
뉴힐링캠프,야영장,38.0813,127.387906,경기도 포천시 이동면 금강로 6135-19,"경기도 포천시 이동면 도평리 490-4번지 외 5필지(490-3, 502-2, 502-3, 503-15, 503-18)",031-000-0000,23,,"화장실, 샤워실, 매점"
운산리 구라이골 캠핑장,야영장,38.058661,127.204862,,경기도 포천시 창수면 운산리 237-15번지 외 9필지,031-536-0008,23,,"화장실, 샤워실, 매점"
깊이울관광농원(깊이울 캠핑장),야영장,37.91856,127.166402,경기도 포천시 신북면 깊이울로 139-8,"경기도 포천시 신북면 심곡리 699-1번지 외3필지(702-1,702-7,702-9)",031-000-0000,7,,"화장실, 샤워실, 매점"
아프리카예술박물관 캠핑장,야영장,37.775862,127.138878,경기도 포천시 소흘읍 광릉수목원로 967,경기도 포천시 소흘읍 무림리 41번지,031-543-3600,24,,"화장실, 샤워실, 매점"
계곡과느티나무 캠핑장,야영장,38.019083,127.365467,경기도 포천시 이동면 화동로 1925-47,경기도 포천시 이동면 연곡리 935번지,031-000-0000,20,,"화장실, 샤워실, 매점"
HJ글램핑,야영장,38.078658,127.389765,경기도 포천시 이동면 금강로 6169,"경기도 포천시 이동면 도평리 512-4번지 외 3필지(510-2,510-3,512-3)",031-000-0000,12,,"화장실, 샤워실, 매점"
아쿠아마린 글램핑,야영장,38.04087,127.368413,경기도 포천시 이동면 성장로1289번길 204,경기도 포천시 이동면 도평리 333번지,031-000-0000,22,,"화장실, 샤워실, 매점"
해오름 글램핑,야영장,37.779073,127.145833,경기도 포천시 소흘읍 광릉수목원로874번길 5,경기도 포천시 소흘읍 이곡리 479-8번지,031-000-0000,9,,"화장실, 샤워실, 매점"
하늘숲 글램핑,야영장,37.77873,127.146548,경기도 포천시 소흘읍 광릉수목원로874번길 9,경기도 포천시 소흘읍 이곡리 464-8번지,031-000-0000,5,,"화장실, 샤워실, 매점"
소나무농원 캠핑장,자동차야영장,37.995188,127.157375,경기도 포천시 창수면 포천로2811번길 152-70,"경기도 포천시 창수면 추동리 825-9번지 외3필지(824-1,825-3,826-8)",031-000-0000,11,,"화장실, 샤워실, 매점"
알프스농원 캠핑장,자동차야영장,37.993546,127.157395,경기도 포천시 창수면 포천로2811번길 180-20,경기도 포천시 창수면 추동리 821-10번지 외1필지(821-9),031-000-0000,26,,"화장실, 샤워실, 매점"
거제자연휴양림,야영장,34.785614,128.625962,경상남도 거제시 동부면 거제중앙로 325,경상남도 거제시 동부면 구천리 산 103번지,055-639-4354,77,50,"화장실, 취사장, 샤워장, 매점"
북캠프지오,야영장,34.728981,128.605579,경상남도 거제시 남부면 명사해수욕장길 48,경상남도 거제시 남부면 저구리 266,055-634-1290,7,15,"야외화장실, 취사장, 샤워장"
문화관광농원청소년야영장,야영장,34.789311,128.579958,경상남도 거제시 동부면 가배오송길 123(문화관광농원),경상남도 거제시 동부면 오송리 771-23,055-633-5955,32,50,"화장실, 개수대, 샤워실"
트로피칼드림,야영장,34.818706,128.709529,,경상남도 거제시 일운면 와현리 497번지,055-621-5550,8,10,화장실
거제글램퍼스,야영장,34.814698,128.665255,경상남도 거제시 일운면 망치4길 38,경상남도 거제시 일운면 망치리 252,000-0000-0000,7,5,개별화장실
옥계마을회영농조합법인,야영장,34.978233,128.630818,경상남도 거제시 하청면 칠천로 265-17,경상남도 거제시 하청면 연구리 416,000-0000-0000,28,20,화장실
글램핑힐,야영장,34.892763,128.655247,경상남도 거제시 수양1길 92-5,경상남도 거제시 수월동 122-12,055-632-7577,9,20,개별화장실
학동자동차아영장,자동차야영장,34.777022,128.643067,경상남도 거제시 동부면 거제대로 981,경상남도 거제시 동부면 학동리 221-1,055-635-5421,174,100,"화장실, 개수대, 샤워실"
블루웨일,야영장,34.923708,128.301415,경상남도 고성군 삼산면 두포5길 113-139,경상남도 고성군 삼산면 두포리 177-16,055-673-4994,29,30,"화장실, 샤워실, 취사장"
청광새들녘영농조합법인야영장,야영장,35.114608,128.309115,경상남도 고성군 개천면 영회로 1296,경상남도 고성군 개천면 청광리 521-4,055-672-7985,19,23,"화장실, 샤워실, 취사장"
폴라리스야영장,야영장,35.06362525,128.478663,경상남도 고성군 동해면 조선특구로 2126,경상남도 고성군 동해면 내산리 102-4,000-0000-0000,10,10,"화장실, 샤워실, 취사장"
라파엘 펜션 글램핑,야영장,35.046762,128.382838,경상남도 고성군 회화면 당항만로 949,경상남도 고성군 회화면 당항리 543,055-673-8318,21,30,"화장실, 샤워실, 취사장"
얼음골 야영장,야영장,34.983078,128.178247,경상남도 고성군 상리면 삼상로 1411,경상남도 고성군 상리면 동산리 135-2,055-673-0848,14,20,"화장실, 샤워실, 취사장"
블루웨일 빌리지,야영장,34.923708,128.301415,경상남도 고성군 삼산면 두포5길 113-109,경상남도 고성군 삼산면 두포리 177-16,055-673-4994,14,30,"화장실, 샤워실, 취사장"
고성 잔디 캠핑장,야영장,34.952387,128.215264,경상남도 고성군 하일면 공룡로 1287,경상남도 고성군 하일면 용태리 479,000-0000-0000,7,14,"화장실, 샤워실, 취사장"
고성공룡박물관야영장,야영장,34.910855,128.156619,경상남도 고성군 하이면 월흥리 962번지,경상남도 고성군 하이면 월흥리 962,055-670-4463,50,225,"화장실, 샤워실, 취사장"
남산공원 오토캠핑장,자동차야영장,34.955966,128.327844,경상남도 고성군 고성읍 공룡로 3165,경상남도 고성군 고성읍 신월리 657-1,055-670-2234,44,44,"화장실, 샤워실, 취사장"
당항포관광지 오토캠핑장,자동차야영장,35.053169,128.392088,경상남도 고성군 회화면 당항만로 1116,경상남도 고성군 회화면 당항리 112-2,055-670-4501,237,237,"화장실, 샤워실, 취사장"
연화산 반딧불이 캠핑장,자동차야영장,35.052855,128.204412,경상남도 고성군 영현면 고봉로 613-36,경상남도 고성군 영현면 봉림리 44-9,000-0000-0000,40,40,"화장실, 샤워실, 취사장"
고성 장좌리 캠핑장,자동차야영장,35.009637,128.449522,경상남도 고성군 동해면 구절로 200,경상남도 고성군 동해면 장좌리 1029-1,055-672-5814,24,24,"화장실, 샤워실, 취사장"
아트 앤 체험캠프,자동차야영장,34.999495,128.286016,경상남도 고성군 대가면 무량로 251,경상남도 고성군 대가면 연지리 279,000-0000-0000,45,45,"화장실, 샤워실, 취사장"
고성 다이노 캠핑장,자동차야영장,34.922911,128.299234,경상남도 고성군 삼산면 두포5길 193,경상남도 고성군 삼산면 두포리 174,055-672-7992,34,34,"화장실, 샤워실, 취사장"
충효테마관광농원야영장,자동차야영장,35.024804,128.291627,경상남도 고성군 대가면 유흥갈천길 240,경상남도 고성군 대가면 척정리 산241-1,000-0000-0000,35,35,"화장실, 샤워실, 취사장"
고성패밀리캠핑장,자동차야영장,34.993864,128.219546,경상남도 고성군 상리면 상정대로 1186,경상남도 고성군 상리면 망림리 528-4,000-0000-0000,31,31,"화장실, 샤워실, 취사장"
놀터캠핑장,자동차야영장,35.070391,128.450534,경상남도 고성군 동해면 외산로 353,경상남도 고성군 동해면 외산리 792,000-0000-0000,21,21,"화장실, 샤워실, 취사장"
항도야영장,야영장,34.741599,128.048123,경상남도 남해군 송정리 355-20,경상남도 남해군 미조면 송정리 355-20번지,055-867-2167,6,,"전기시설, 화장실, 샤워실"
국립남해편백자연휴양림,야영장,34.752385,128.020154,경상남도 남해군 삼동면 금암로 658,경상남도 남해군 삼동면 봉화리 2154-2번지,055-867-7881,20,,"화장실, 샤워실"
보물섬캠핑장,야영장,34.744739,127.86083,경상남도 남해군 남면 남면로1229번길 10-34,경상남도 남해군 남면 선구리 1060-1번지,055-860-8603,28,,"전기시설, 화장실, 샤워실"
두곡해수욕장아영장,야영장,34.768437,127.907474,경상남도 남해군 남면 남면로111번길 95,경상남도 남해군 남면 당항리 535-11번지,055-862-8564,12,,"화장실, 샤워실"
사촌해수욕장야영장,야영장,34.743579,127.856108,경상남도 남해군 남면 남면로1229번길 44,경상남도 남해군 남면 임포리 1173-1번지,055-862-8564,30,,"화장실, 샤워실"
송정솔바람야영장,야영장,34.723351,128.025017,경상남도 남해군 미조면 미송로 483,경상남도 남해군 미조면 송정리 1129번지,055-860-8603,40,,"화장실, 샤워실"
월포해수욕장야영장,야영장,34.767289,127.905107,경상남도 남해군 남면 남서대로 611-17 (사무실),경상남도 남해군 남면 석교리 1034-1번지,055-862-3414,20,,"화장실, 샤워실"
상주은모래비치캠핑장,야영장,34.719304,127.984961,경상남도 남해군 상주면 상주로 17-4,경상남도 남해군 상주면 상주리 1248-1번지,055-862-8287,30,,"전기시설, 화장실, 샤워실"
두모마을야영장,야영장,34.735033,127.954917,경상남도 남해군 상주면 양아로525번길 20 (두모마을회관),경상남도 남해군 상주면 양아리 1467-1번지,055-863-3573,150,,"전기시설, 화장실, 샤워실"
천하마을야영장,야영장,34.724616,128.013512,경상남도 남해군 미조면 남해대로397번길 18 (천하리경로당),경상남도 남해군 미조면 송정리 1378번지,055-863-2903,7,,"전기시설, 화장실, 샤워실"
초전마을야영장,야영장,34.729624,128.034245,경상남도 남해군 미조면 동부대로14번길 27-21,경상남도 남해군 미조면 송정리 550번지,055-860-8603,20,,"전기시설, 화장실, 샤워실"
힐링아일랜드 글램핑,야영장,34.494429,127.591457,"경상남도 남해군 삼동면 죽방로 169, 힐링아일랜드 글램핑",경상남도 남해군 삼동면 지족리 1149-2번지 힐링아일랜드 글램핑,055-860-8603,11,,"전기시설, 화장실, 샤워실"
남해 더왕 글램핑,야영장,34.530529,127.543126,경상남도 남해군 설천면 설천로 224-79,경상남도 남해군 설천면 진목리 1190-1번지,055-860-8603,8,,"전기시설, 화장실, 샤워실"
미르피아오토캠핑장,자동차야영장,35.354738,128.759303,,경상남도 밀양시 하남읍 명례리 1046-2,055-359-4620,200,1000,화장실+게수대+샤워실
구만계곡야영장,일반야영장,35.59963,128.865318,,경상남도 밀양시 산내면 봉의리 산213,,6,10,화장실+게수대
사과향기캠핑장,일반야영장,35.576079,128.984089,경상남도 밀양시 산내면 얼음골옛길 347-12,경상남도 밀양시 산내면 남명리2,,18,25,화장실+게수대+샤워실
밀양표충오토캠핑장,자동차야영장,35.523289,128.926368,경상남도 밀양시 단장면 바드리길 7,경상남도 밀양시 단장면 구천리 2358-13,,70,90,화장실+게수대+샤워실
호반오토캠핑장,자동차야영장,35.563157,128.893647,경상남도 밀양시 산내면 발례1길 103-8,경상남도 밀양시 산내면 임고리224,,87,95,화장실+게수대+샤워실
범도오토캠핑장,자동차야영장,35.523398,128.909846,경상남도 밀양시 단장면 표충로 860,경상남도 밀양시 단장면 범도리780,,40,50,화장실+게수대+샤워실
밀양사계절야영장,자동차야영장,35.513599,128.842598,,경상남도 밀양시 산외면 금곡리16-36,,8,15,화장실+게수대+샤워실
VIP오토캠핑장,자동차야영장,35.497368,128.926933,경상남도 밀양시 단장면 고례3길 10-11,경상남도 밀양시 단장면 고례리1408,,15,26,화장실+게수대+샤워실
패미리오토캠핑장,자동차야영장,35.546513,128.858902,경상남도 밀양시 산외면 밀양대로 3516,경상남도 밀양시 산외면 희곡리7,,40,50,화장실+게수대+샤워실
재약산 숲 야영장,일반야영장,35.52495,128.909966,경상남도 밀양시 단장면 표충로 865,경상남도 밀양시 단장면 범도리774-1,,5,10,화장실+게수대+샤워실
구만산장 캠핑장,일반야영장,35.600971,128.871048,경상남도 밀양시 산내면 봉의로 223-6,경상남도 밀양시 산내면 봉의리939,,48,60,화장실+게수대+샤워실
향림오토캠핑장,자동차야영장,35.579935,128.9802,경상남도 밀양시 산내면 얼음골로134-25,,,16,20,화장실+게수대+샤워실
초록슈피아캠핑장,자동차야영장,35.591823,128.96123,경상남도 밀양시 산내면 삼양길50-1,,,17,25,화장실+게수대+샤워실
서당골캠핑장,일반야영장,35.515593,128.601491,경상남도 밀양시 무안면 삼화길 680-23,경상남도 밀양시 무안면 화봉리1528,,6,10,화장실+게수대+샤워실
밀양스쿨캠핑장,일반야영장,35.511254,128.840548,경상남도 밀양시 산외면 단산길2-5,,,65,75,화장실+게수대+샤워실
솔바람오토캠핑장,자동차야영장,35.547063,128.858495,경상남도 밀양시 산외면 밀양대로 3539-1,경상남도 밀양시 산외면 희곡리1-2,,15,20,화장실+게수대+샤워실
옥샘캠핑장,일반야영장,35.579562,128.969864,경상남도 밀양시 산내면 얼음골옛길 197-4,경상남도 밀양시 산내면 남명리58-1,,50,65,화장실+게수대+샤워실
밀양댐오토캠핑장,일반야영장,35.494226,128.928597,,경상남도 밀양시 단장면 고례리1505-2,,16,20,화장실+게수대+샤워실
